year,country,gov_party,value,gdp,tax_rate_variation_per_gov,tax_rate_variation_per_year,gdp_variation_per_gov,gdp_variation_per_year
2006,Portugal,4,22.685766,208756449276.0,0.04134000900704593,0.04134000900704593,0.05831354375966202,0.05831354375966202
2007,Portugal,4,22.4402,240496147317.0,-0.01082467305710555,-0.01082467305710555,0.15204176039149075,0.15204176039149075
2008,Portugal,4,21.971795,263416394624.0,-0.020873477063484303,-0.020873477063484303,0.0953040103249081,0.0953040103249081
2009,Portugal,4,21.464629,244667762836.0,-0.023082592933349355,-0.023082592933349355,-0.07117488573466269,-0.07117488573466269
2010,Portugal,4,22.20025,238113003233.0,0.034271312120046415,0.034271312120046415,-0.02679045055638829,-0.02679045055638829
2011,Portugal,3,23.27616,245117990242.0,,0.04846386865012775,,0.02941875039955466
2012,Portugal,1,22.781514,216224240578.0,,-0.02125118576259999,,-0.11787690342709567
2013,Portugal,1,27.434989,226433858006.0,0.20426539693542756,0.20426539693542756,0.04721772822838055,0.04721772822838055
2014,Portugal,1,27.146663,229901964222.0,-0.010509426484552331,-0.010509426484552331,0.015316199823385501,0.015316199823385501
2015,Portugal,2,28.372136,199394066525.0,,0.04514267554726703,,-0.13269959567435752
2016,Portugal,4,27.606825,206426152309.0,,-0.0269740353704776,,0.03526727703864907
2017,Portugal,4,27.473848,221357874719.0,-0.004816816131518187,-0.004816816131518187,0.07233445105176717,0.07233445105176717
2018,Portugal,4,26.861778,242313116578.0,-0.022278277145596714,-0.022278277145596714,0.09466680092407542,0.09466680092407542
2019,Portugal,4,27.437807,239986922639.0,0.02144418735051712,0.02144418735051712,-0.009599950559222803,-0.009599950559222803
2020,Portugal,4,27.59915,229031860521.0,0.005880316892673099,0.005880316892673099,-0.045648579503972164,-0.045648579503972164
2021,Portugal,4,28.066891,253982847571.0,0.016947659619952038,0.016947659619952038,0.10894111846815413,0.10894111846815413
2000,Slovakia,2,20.157431,29242558797.0,,,,
2001,Slovakia,2,21.218133,30778781607.0,0.052620892017440246,0.052620892017440246,0.05253380255347562,0.05253380255347562
2002,Slovakia,2,20.527443,35297794386.0,-0.03255187438027651,-0.03255187438027651,0.1468223413357026,0.1468223413357026
2003,Slovakia,1,21.109901,46919965224.0,,0.028374600772244296,,0.3292605399336126
2004,Slovakia,1,22.306254,57437444469.0,0.05667260116473294,0.05667260116473294,0.22415786530933346,0.22415786530933346
2005,Slovakia,1,22.210866,62808723477.0,-0.004276289510556142,-0.004276289510556142,0.09351528532748299,0.09351528532748299
2006,Slovakia,3,22.476963,70767338922.0,,0.011980487388470129,,0.1267119438896791
2007,Slovakia,4,22.567547,86563986799.0,,0.004030081821996934,,0.22321946985192032
2008,Slovakia,4,23.047542,100879902985.0,0.021269258905276534,0.021269258905276534,0.16537958469081726,0.16537958469081726
2009,Slovakia,4,21.599161,89399303222.0,-0.06284318735594452,-0.06284318735594452,-0.11380462731716812,-0.11380462731716812
2010,Slovakia,3,21.880299,91162836320.0,,0.013016153729304758,,0.019726474753619883
2011,Slovakia,1,23.044621,99922685425.0,,0.053213258191764146,,0.09609013342071937
2012,Slovakia,4,23.016884,94623731086.0,,-0.0012036214438067017,,-0.053030543729504664
2013,Slovakia,5,22.964098,98935222175.0,,-0.002293359952633134,,0.04556458553807663
2014,Slovakia,5,23.120222,101437045020.0,0.006798612338268173,0.006798612338268173,0.025287483971832447,0.025287483971832447
2015,Slovakia,5,23.274427,88900883131.0,0.006669702392996024,0.006669702392996024,-0.12358563763887531,-0.12358563763887531
2016,Slovakia,4,23.46322,89952699525.0,,0.008111606786280978,,0.011831337968263966
2017,Slovakia,3,23.701132,95649966261.0,,0.010139784735428536,,0.06333625078607663
2018,Slovakia,3,24.011485,106137924016.0,0.013094437852166685,0.013094437852166685,0.10964936178212037,0.10964936178212037
2019,Slovakia,3,24.166733,105710052465.0,0.006465572620768745,0.006465572620768745,-0.004031278687300355,-0.004031278687300355
2020,Slovakia,2,23.603423,106728917483.0,,-0.023309315330293123,,0.009638298290858716
2021,Slovakia,1,23.916987,118656591909.0,,0.013284683327498659,,0.11175672636143674
2000,Slovenia,3,35.555819,20289627637.0,,,,
2001,Slovenia,3,35.438625,20876309970.0,-0.003296056828278826,-0.003296056828278826,0.028915381962463016,0.028915381962463016
2002,Slovenia,3,35.329792,23489890274.0,-0.0030710277275148856,-0.0030710277275148856,0.1251935954081831,0.1251935954081831
2003,Slovenia,3,35.441317,29634713641.0,0.0031566843076800133,0.0031566843076800133,0.26159438359750253,0.26159438359750253
2004,Slovenia,2,35.587059,34414784504.0,,0.004112206101144711,,0.16129971495276108
2005,Slovenia,2,34.715534,36206395971.0,-0.024489941694816775,-0.024489941694816775,0.052059354513516176,0.052059354513516176
2006,Slovenia,2,34.844758,39481045038.0,0.003722368205541615,0.003722368205541615,0.09044393895550584,0.09044393895550584
2007,Slovenia,2,32.849345,48067401207.0,-0.05726580164511397,-0.05726580164511397,0.21748046843075564,0.21748046843075564
2008,Slovenia,3,33.051472,55779427740.0,,0.006153151607741325,,0.16044192819554604
2009,Slovenia,4,32.939539,50567734886.0,,-0.003386626774141699,,-0.09343396060448717
2010,Slovenia,4,33.288115,48208240226.0,0.01058229746323991,0.01058229746323991,-0.04666008207247663,-0.04666008207247663
2011,Slovenia,4,33.413419,51583869785.0,0.003764226361270273,0.003764226361270273,0.07002183741151025,0.07002183741151025
2012,Slovenia,3,33.245101,46577793184.0,,-0.005037437204495565,,-0.09704732548886263
2013,Slovenia,4,33.094657,48415657265.0,,-0.004525298328917682,,0.03945794670305092
2014,Slovenia,3,33.248465,49997186439.0,,0.004647517573607374,,0.032665655354911394
2015,Slovenia,3,33.327139,43107506024.0,0.002366244577005183,0.002366244577005183,-0.13780136255078834,-0.13780136255078834
2016,Slovenia,3,33.458682,44766722791.0,0.003947023475372458,0.003947023475372458,0.03849020553581162,0.03849020553581162
2017,Slovenia,3,33.715959,48589100043.0,0.007689394340159472,0.007689394340159472,0.08538434385392302,0.08538434385392302
2018,Slovenia,3,34.067251,54177882426.0,0.01041916084902117,0.01041916084902117,0.11502131914470692,0.11502131914470692
2019,Slovenia,2,34.378614,54331588482.0,,0.009139657320750727,,0.0028370628218985505
2020,Slovenia,3,33.994543,53706800044.0,,-0.011171800003339283,,-0.011499542999869994
2021,Slovenia,3,34.45312,61748586535.0,0.0134897239242191,0.0134897239242191,0.14973497740345088,0.14973497740345088
2000,Spain,1,19.847808,598363313495.0,,,,
2001,Spain,1,20.148549,627830029412.0,0.015152353348037106,0.015152353348037106,0.049245525673836665,0.049245525673836665
2002,Spain,1,20.466488,708756677089.0,0.015779746720222754,0.015779746720222754,0.12889897565554898,0.12889897565554898
2003,Spain,1,19.787949,907491523174.0,-0.03315366075508397,-0.03315366075508397,0.28039925761439344,0.28039925761439344
2004,Spain,4,20.085827,1069055675274.0,,0.015053505545218338,,0.17803378651397295
2005,Spain,5,20.292946,1153715822718.0,,0.010311698890964394,,0.07919152332482726
2006,Spain,5,20.480578,1260398977832.0,0.009246168594742254,0.009246168594742254,0.09246917916291442,0.09246917916291442
2007,Spain,5,20.591617,1474002579820.0,0.005421673157857132,0.005421673157857132,0.16947300477458138,0.16947300477458138
2008,Spain,5,19.29529,1631863493552.0,-0.06295411380271876,-0.06295411380271876,0.10709676895631848,0.10709676895631848
2009,Spain,5,19.796526,1491472923707.0,0.02597711669531777,0.02597711669531777,-0.0860308294166312,-0.0860308294166312
2010,Spain,4,21.730763,1422108199783.0,,0.09770588031455607,,-0.04650753146198361
2011,Spain,4,22.0407,1480710495710.0,0.014262591700070715,0.014262591700070715,0.0412080430560362,0.0412080430560362
2012,Spain,1,22.859012,1324750738725.0,,0.03712731446823381,,-0.10532765009558287
2013,Spain,1,22.917973,1355579535913.0,0.002579332825058289,0.002579332825058289,0.02327139460036909,0.02327139460036909
2014,Spain,1,22.990196,1371820537889.0,0.0031513694513909396,0.0031513694513909396,0.011980855085025777,0.011980855085025777
2015,Spain,1,21.266679,1196156971280.0,-0.07496747744125365,-0.07496747744125365,-0.12805141908672435,-0.12805141908672435
2016,Spain,1,21.25348,1233554967012.0,-0.0006206422732952799,-0.0006206422732952799,0.031265123750422674,0.031265123750422674
2017,Spain,1,21.096732,1313245330198.0,-0.0073751686782588255,-0.0073751686782588255,0.0646021987808385,0.0646021987808385
2018,Spain,3,21.259164,1421702715218.0,,0.007699391545572087,,0.08258729920908814
2019,Spain,5,21.290233,1394320055129.0,,0.0014614403463844017,,-0.01926046830739947
2020,Spain,5,20.72853,1276962685648.0,-0.026383130705990965,-0.026383130705990965,-0.08416817146773548,-0.08416817146773548
2021,Spain,5,21.406826,1427380681295.0,0.03272282212004418,0.03272282212004418,0.11779357168190852,0.11779357168190852
2000,Sweden,5,33.725876,262834187367.0,,,,
2001,Sweden,5,32.393592,242395011587.0,-0.0395033178678591,-0.0395033178678591,-0.07776452517366172,-0.07776452517366172
2002,Sweden,5,30.626453,266848422378.0,-0.054552116356839875,-0.054552116356839875,0.10088248364064722,0.10088248364064722
2003,Sweden,5,31.238767,334337040047.0,0.019992977965812786,0.019992977965812786,0.252909936913174,0.252909936913174
2004,Sweden,5,31.520744,385118743610.0,0.009026508632687058,0.009026508632687058,0.15188775840050894,0.15188775840050894
2005,Sweden,5,31.188113,392218701193.0,-0.01055276487128598,-0.01055276487128598,0.018435762218288465,0.018435762218288465
2006,Sweden,4,30.884301,423090618043.0,,-0.009741275466072619,,0.07871097618776934
2007,Sweden,1,27.595912,491254769729.0,,-0.10647445121066534,,0.16111005250197308
2008,Sweden,1,26.918887,517706214656.0,-0.02453352511053075,-0.02453352511053075,0.05384465771516456,0.05384465771516456
2009,Sweden,1,25.397816,436535921119.0,-0.05650571659964998,-0.05650571659964998,-0.15678833137233095,-0.15678833137233095
2010,Sweden,1,24.77051,495812558843.0,-0.02469921035729994,-0.02469921035729994,0.135788682800839,0.135788682800839
2011,Sweden,1,24.846336,574094112973.0,0.0030611400411213463,0.0030611400411213463,0.15788537973437666,0.15788537973437666
2012,Sweden,1,24.900505,552483727283.0,0.0021801604872444535,0.0021801604872444535,-0.037642583683864306,-0.037642583683864306
2013,Sweden,1,25.104967,586841821797.0,0.0082111587696716,0.0082111587696716,0.06218842803382807,0.06218842803382807
2014,Sweden,2,24.385087,581964017237.0,,-0.028674803675304616,,-0.008311957973723527
2015,Sweden,5,24.581447,505103781350.0,,0.008052462556315865,,-0.13207042636744204
2016,Sweden,5,24.884049,515654671470.0,0.012310178485424483,0.012310178485424483,0.02088855896465569,0.02088855896465569
2017,Sweden,5,25.003155,541018749769.0,0.004786439698780454,0.004786439698780454,0.049188109217925824,0.049188109217925824
2018,Sweden,5,25.078144,555455371487.0,0.002999181503294368,0.002999181503294368,0.026684143061888488,0.026684143061888488
2019,Sweden,5,24.544028,533879529188.0,-0.02129806735299078,-0.02129806735299078,-0.03884352084171894,-0.03884352084171894
2020,Sweden,5,24.633013,547054174236.0,0.003625525524987072,0.003625525524987072,0.02467718713253131,0.02467718713253131
2021,Sweden,5,24.401817,636856236396.0,-0.009385615961798766,-0.009385615961798766,0.16415570228563725,0.16415570228563725
2000,Switzerland,2,17.819867,279209007353.0,,,,
2001,Switzerland,2,17.845468,286580125206.0,0.0014366549424864594,0.0014366549424864594,0.0264000002108844,0.0264000002108844
2002,Switzerland,2,17.834189,309299934076.0,-0.0006320372208787894,-0.0006320372208787894,0.07927908068875511,0.07927908068875511
2003,Switzerland,2,17.538058,362088305989.0,-0.01660467992124559,-0.01660467992124559,0.1706704919634061,0.1706704919634061
2004,Switzerland,2,17.497956,403914244452.0,-0.002286570155030865,-0.002286570155030865,0.11551308830247242,0.11551308830247242
2005,Switzerland,2,17.509985,418292704114.0,0.0006874517229327193,0.0006874517229327193,0.035597802898750475,0.035597802898750475
2006,Switzerland,2,17.398632,441619409123.0,-0.006359400079440469,-0.006359400079440469,0.05576646396070695,0.05576646396070695
2007,Switzerland,2,17.695499,490754683815.0,0.017062663317437998,0.017062663317437998,0.11126158333841452,0.11126158333841452
2008,Switzerland,2,17.129386,567273005013.0,-0.0319919206573378,-0.0319919206573378,0.15591969617725576,0.15591969617725576
2009,Switzerland,2,17.247278,554191679309.0,0.006882441670705619,0.006882441670705619,-0.02306001799556845,-0.02306001799556845
2010,Switzerland,2,17.384097,598851028907.0,0.007932788002837254,0.007932788002837254,0.08058466278974818,0.08058466278974818
2011,Switzerland,2,17.425165,715888126682.0,0.002362389027166456,0.002362389027166456,0.19543608030299553,0.19543608030299553
2012,Switzerland,2,17.242838,686420221558.0,-0.01046343033193664,-0.01046343033193664,-0.04116272365149831,-0.04116272365149831
2013,Switzerland,2,17.352495,706234937371.0,0.006359567955112944,0.006359567955112944,0.02886674254442223,0.02886674254442223
2014,Switzerland,2,16.985787,726537808338.0,-0.021132868789185855,-0.021132868789185855,0.028748041045064454,0.028748041045064454
2015,Switzerland,2,16.95301,694118186380.0,-0.0019296721429510333,-0.0019296721429510333,-0.04462207139936991,-0.04462207139936991
2016,Switzerland,2,17.214222,687895460903.0,0.015408001292985807,0.015408001292985807,-0.008964936518164213,-0.008964936518164213
2017,Switzerland,2,17.242928,695200833086.0,0.001667574636832203,0.001667574636832203,0.010619887175022491,0.010619887175022491
2018,Switzerland,2,17.379294,725562534364.0,0.00790851762531286,0.00790851762531286,0.043673280918298474,0.043673280918298474
2019,Switzerland,2,17.489646,721369112727.0,0.006349625019290039,0.006349625019290039,-0.00577954544011261,-0.00577954544011261
2020,Switzerland,2,17.803104,739913619797.0,0.01792248968332477,0.01792248968332477,0.025707376075329913,0.025707376075329913
2021,Switzerland,2,18.234247,800640155387.0,0.024217293793262096,0.024217293793262096,0.08207246625175069,0.08207246625175069
2000,United Kingdom,5,25.808511,1666048767080.0,,,,
2001,United Kingdom,5,25.528367,1648765214387.0,-0.010854713780271918,-0.010854713780271918,-0.010373977661705558,-0.010373977661705558
2002,United Kingdom,5,25.635449,1785781372554.0,0.004194627881995094,0.004194627881995094,0.08310228586302482,0.08310228586302482
2003,United Kingdom,5,26.720047,2056704586737.0,0.042308523638497686,0.042308523638497686,0.15171130035673364,0.15171130035673364
2004,United Kingdom,5,26.831025,2423047347028.0,0.0041533609577857344,0.0041533609577857344,0.17812123464566665,0.17812123464566665
2005,United Kingdom,5,26.850531,2544813166101.0,0.0007269942165832877,0.0007269942165832877,0.05025317364200599,0.05025317364200599
2006,United Kingdom,5,26.887329,2709978165671.0,0.001370475690033901,0.001370475690033901,0.06490260336991871,0.06490260336991871
2007,United Kingdom,5,27.011621,3092996468387.0,0.004622697925851904,0.004622697925851904,0.14133630579313672,0.14133630579313672
2008,United Kingdom,5,25.585106,2931683721187.0,-0.05281115857504448,-0.05281115857504448,-0.05215419702180413,-0.05215419702180413
2009,United Kingdom,5,25.237369,2417565709974.0,-0.013591383987230587,-0.013591383987230587,-0.17536612408000152,-0.17536612408000152
2010,United Kingdom,3,25.3912,2491397494468.0,,0.0060953659630684776,,0.030539721915063822
2011,United Kingdom,1,25.069859,2666403005061.0,,-0.012655605091527744,,0.07024391369967642
2012,United Kingdom,1,24.732905,2706340967031.0,-0.013440602119062617,-0.013440602119062617,0.01497821668149757,0.01497821668149757
2013,United Kingdom,1,23.967054,2786315215250.0,-0.03096486239687568,-0.03096486239687568,0.029550691946527374,0.029550691946527374
2014,United Kingdom,1,23.586788,3065223279584.0,-0.015866196988582826,-0.015866196988582826,0.1000992503674698,0.1000992503674698
2015,United Kingdom,1,23.419201,2934857946213.0,-0.007105121731708297,-0.007105121731708297,-0.04253045259028987,-0.04253045259028987
2016,United Kingdom,1,23.463533,2699659680997.0,0.0018929766220461275,0.0018929766220461275,-0.08013957388277981,-0.08013957388277981
2017,United Kingdom,1,23.485995,2683488510504.0,0.0009573153369528686,0.0009573153369528686,-0.005990077418583373,-0.005990077418583373
2018,United Kingdom,1,23.468026,2878152147316.0,-0.0007650942614950695,-0.0007650942614950695,0.0725412596513928,0.0725412596513928
2019,United Kingdom,1,23.373896,2857057847953.0,-0.004010989249798813,-0.004010989249798813,-0.0073291119729967935,-0.0073291119729967935
2020,United Kingdom,1,22.894992,2704609160088.0,-0.0204888393445406,-0.0204888393445406,-0.053358628343568526,-0.053358628343568526
2021,United Kingdom,1,23.25514,3122480345925.0,0.01573042698595417,0.01573042698595417,0.15450335375755508,0.15450335375755508
2000,USA,1,24.91023,10250947997000.0,,,,
2001,USA,1,24.825813,10581929774000.0,-0.00338884867783229,-0.00338884867783229,0.032287918843882935,0.032287918843882935
2002,USA,1,24.658386,10929112955000.0,-0.006744069167039957,-0.006744069167039957,0.032809061146203744,0.032809061146203744
2003,USA,1,24.417553,11456442041000.0,-0.009766778734017656,-0.009766778734017656,0.04824994381257186,0.04824994381257186
2004,USA,1,24.372431,12217193198000.0,-0.001847932919404438,-0.001847932919404438,0.06640378873977149,0.06640378873977149
2005,USA,1,24.271145,13039199193000.0,-0.0041557610728284455,-0.0041557610728284455,0.06728272048072093,0.06728272048072093
2006,USA,1,24.410309,13815586948000.0,0.005733722080272674,0.005733722080272674,0.059542594871685006,0.059542594871685006
2007,USA,1,24.841223,14474226905000.0,0.017652951464071975,0.017652951464071975,0.04767368621246648,0.04767368621246648
2008,USA,1,25.324972,14769857911000.0,0.019473638636873902,0.019473638636873902,0.020424649132581685,0.020424649132581685
2009,USA,1,24.172381,14478064934000.0,-0.04551203452465802,-0.04551203452465802,-0.01975597725843281,-0.01975597725843281
2010,USA,1,24.605264,15048964444000.0,0.017908165521633768,0.017908165521633768,0.03943203132480155,0.03943203132480155
2011,USA,1,23.636435,15599728123000.0,-0.03937486710160876,-0.03937486710160876,0.03659811152119441,0.03659811152119441
2012,USA,1,23.63798,16253972230000.0,6.536518726285578e-05,6.536518726285578e-05,0.041939455729064434,0.041939455729064434
2013,USA,1,25.453432,16843190993000.0,0.07680233251741475,0.07680233251741475,0.03625075487162932,0.03625075487162932
2014,USA,1,25.600062,17550680174000.0,0.005760716275903466,0.005760716275903466,0.04200446229541854,0.04200446229541854
2015,USA,1,25.631947,18206020741000.0,0.0012455047960431287,0.0012455047960431287,0.037339895690814195,0.037339895690814195
2016,USA,1,25.822957,18695110842000.0,0.007452028517380915,0.007452028517380915,0.026864195529480384,0.026864195529480384
2017,USA,1,26.099939,19477336549000.0,0.010726192201768292,0.010726192201768292,0.041841191186878124,0.041841191186878124
2018,USA,1,23.791327,20533057312000.0,-0.08845277377851346,-0.08845277377851346,0.05420252201034148,0.05420252201034148
2019,USA,1,23.879935,21380976119000.0,0.0037243824188537555,0.0037243824188537555,0.041295302210277995,0.041295302210277995
2020,USA,1,24.279443,21060473613000.0,0.01672986128312326,0.01672986128312326,-0.014990078292786091,-0.014990078292786091
2021,USA,1,24.662777,23315080560000.0,0.015788418210417765,0.015788418210417765,0.10705395274721163,0.10705395274721163
