country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Gambia, The",782913866.0,687410630.5,578235309.3,487038679.4,961900640.7,1027701056.0,1054112488.0,1279703030.0,1561766956.0,1450142497.0,1543294945.0,1409693594.0,1415004743.0,1375609460.0,1229461732.0,1378176606.0,1484578897.0,1504909448.0,1670671340.0,1813609679.0,1812170878.0,2038414974.0
Guinea-Bissau,371095522.0,392621389.5,417806651.1,477458577.2,532062894.8,587029096.0,592365659.8,696910784.0,868154627.9,830126428.8,849878489.1,1099818592.0,989271155.1,1046087367.0,1054915581.0,1048229633.0,1179004911.0,1350177012.0,1504630234.0,1439638411.0,1431758232.0,1638517607.0
Equatorial Guinea,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16314443429.0,21357343682.0,22388344124.0,21948834290.0,21765453087.0,13185496881.0,11240808847.0,12200913888.0,13097012124.0,11364133546.0,10099157996.0,12269393392.0
Greece,130457756628.0,136309295225.0,154564203587.0,202370140236.0,240963562236.0,247875422204.0,273546728473.0,318902829551.0,355908689477.0,331308500253.0,297124961972.0,282995942007.0,242029307133.0,238907690051.0,235458133125.0,195683527003.0,193148146587.0,199844406014.0,212049447242.0,205257014892.0,188925995937.0,214873879834.0
Grenada,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037.0,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741.0,1125685185.0,1166514815.0,1213485185.0,1043411111.0,1122800000.0
Greenland,1068024994.0,1086170639.0,1169136691.0,1558759744.0,1822499871.0,1849802648.0,2013106817.0,2249811365.0,2499092396.0,2529964061.0,2503167187.0,2684461608.0,2609678695.0,2684947140.0,2842065877.0,2499113085.0,2707146783.0,2851610656.0,3055791341.0,2997331094.0,3082909158.0,3235816195.0
Guatemala,19288928616.0,18405221418.0,20444205991.0,21576351799.0,23577298589.0,26783388709.0,29744247479.0,33567850095.0,38503718527.0,37126146369.0,40676579265.0,46876004265.0,49593926849.0,52996447956.0,57852150565.0,62186064719.0,66053402745.0,71653756504.0,73328369926.0,77172313916.0,77715183063.0,86053079767.0
Guam,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6056000000.0,6366000000.0,5886000000.0,6123000000.0
Guyana,712667896.7,712167448.9,726131434.7,743063949.0,787814379.2,824880550.3,2379817987.0,2730971600.0,3025187428.0,3165663153.0,3432912511.0,3691384318.0,4063088529.0,4167800936.0,4127660158.0,4279840194.0,4482697337.0,4748174334.0,4787637006.0,5173760192.0,5471256595.0,8044498801.0
High income,27764050359632.0,27489066409394.0,28660868665486.0,32125480719417.0,35771600781059.0,37831114602374.0,39962463041149.0,43756102613972.0,46623911291791.0,43669352938355.0,45759844719262.0,49412507535115.0,49446148147436.0,50054025962687.0,51134057169125.0,48273634988452.0,49306277527564.0,51570870016900.0,54839704976037.0,55315474922573.0,53937976780898.0,60016712305060.0
"Hong Kong SAR, China",171668898539.0,169404327617.0,166348873241.0,161385558802.0,169099768875.0,181569303960.0,193535434591.0,211596953545.0,219278739753.0,214047795659.0,228638678537.0,248513617677.0,262628877166.0,275696879835.0,291459983450.0,309385622601.0,320860317563.0,341273289534.0,361731070996.0,363074560517.0,344943149590.0,368911387845.0
Honduras,7186638029.0,7651162302.0,7858255253.0,8230391505.0,8869299234.0,9757012869.0,10917476874.0,12361257681.0,13881731631.0,14587496229.0,15839344592.0,17710275997.0,18528554861.0,18499729063.0,19756533658.0,20979791685.0,21717604581.0,23136248046.0,24067750466.0,25089937109.0,23827859695.0,28488721296.0
Heavily indebted poor countries (HIPC),177567717258.0,172626762132.0,186798471426.0,211521311898.0,243387232295.0,279221096804.0,329711051194.0,394093813152.0,469266243001.0,474595462541.0,524405539450.0,588453270331.0,609295540297.0,677647202699.0,719693866273.0,698814203077.0,731974952060.0,809850137940.0,771241850303.0,799160667508.0,808664234946.0,898771753068.0
Croatia,22128719418.0,23063323723.0,26757255952.0,35254833028.0,41855265955.0,45025328214.0,49532592593.0,59172904661.0,68342061762.0,61941466003.0,58693611581.0,62599775593.0,57231455635.0,59363124069.0,59214461630.0,50742086223.0,52391038979.0,55937483558.0,61330483610.0,61329267533.0,57624938982.0,68843674641.0
Haiti,6813565983.0,6331970413.0,6205847137.0,5071947798.0,6087360735.0,7030149791.0,7638739124.0,9228637766.0,10432962725.0,11597002930.0,11859312627.0,13008746039.0,13708925403.0,14902488489.0,15146883647.0,14849629408.0,14069277532.0,15093357143.0,16403864521.0,15016090930.0,14508222518.0,20877414952.0
Hungary,47218411470.0,53749989092.0,67608919144.0,85285075492.0,104120803140.0,113211158293.0,115715618613.0,140186691234.0,158325583918.0,131069277213.0,132175349954.0,141942264554.0,128814279315.0,135684315698.0,141033843266.0,125174166987.0,128609822750.0,143112196040.0,160565642984.0,164020460332.0,157227094449.0,182275444032.0
IBRD only,5839436714265.0,5911673645506.0,6001266668417.0,6747932625643.0,8043519579051.0,9615796081224.0,11403941454979.0,14166070736984.0,17000231113774.0,16487865779438.0,20048166862477.0,23739490220163.0,25231185297161.0,26621251796119.0,27519521640518.0,25774291128877.0,25972093023069.0,28689022224808.0,30520147708890.0,31181885466267.0,30036645646514.0,35615582809273.0
IDA & IBRD total,6392236773485.0,6467058819404.0,6597179645797.0,7411818808331.0,8822574687642.0,10526961170664.0,12493276098307.0,15440043749348.0,18521254921506.0,18003100309251.0,21798451915412.0,25521665780816.0,27106356951918.0,28659297586381.0,29716965776743.0,27922343491137.0,28162575334752.0,30978325716193.0,32893629417408.0,33639428774236.0,32450856363673.0,38246179203967.0
IDA total,553224994017.0,555728370770.0,596913956894.0,664923940274.0,780117195842.0,912147805681.0,1090624298175.0,1274448228708.0,1521482725374.0,1515763269137.0,1750735521058.0,1782101859064.0,1875053620990.0,2038045790262.0,2197444136225.0,2146720272495.0,2188895718882.0,2288777969587.0,2373505833479.0,2457261018777.0,2413496959521.0,2630947161901.0
IDA blend,206736962647.0,206419302737.0,227772326360.0,256311555309.0,311522373744.0,372742440249.0,469295440463.0,541264522565.0,640036074397.0,606965502108.0,715590112083.0,823906283239.0,909186219114.0,989607127322.0,1076979908548.0,1017844957897.0,977321951411.0,960023974850.0,1048863296887.0,1069700472075.0,1002567723026.0,1096038565477.0
Indonesia,165021012078.0,160446947785.0,195660611165.0,234772463824.0,256836875295.0,285868619206.0,364570515632.0,432216737775.0,510228634992.0,539580085612.0,755094157594.0,892969104529.0,917869913365.0,912524136718.0,890814755511.0,860854232718.0,931877364034.0,1015618744168.0,1042271532953.0,1119099871386.0,1059054842712.0,1186505455721.0
IDA only,347408785785.0,350282700043.0,369953470614.0,409445511985.0,469274900285.0,539966731327.0,621350084131.0,733404724666.0,881879617321.0,909363560234.0,1035735186762.0,958377202447.0,965873002611.0,1048438662941.0,1120464227677.0,1128875314597.0,1211573767472.0,1328753994737.0,1324642536592.0,1387560546702.0,1410929236495.0,1534883548262.0
Isle of Man,1563667800.0,1659131244.0,1947332922.0,2328658228.0,2822358473.0,3032409189.0,3422735302.0,4466353635.0,5928788781.0,5486918995.0,5920366628.0,6565668781.0,6690228489.0,7001180246.0,7708459145.0,7084795708.0,6846373277.0,6979791187.0,7491654051.0,7314966839.0,6684229269.0,
India,468394937262.0,485441014539.0,514937948870.0,607699285434.0,709148514805.0,820381595513.0,940259888792.0,1216736448906.0,1198895147695.0,1341888016989.0,1675615502766.0,1823051829895.0,1827637579585.0,1856721494835.0,2039126469963.0,2103588347242.0,2294796889945.0,2651474263257.0,2702929639862.0,2835606242052.0,2671595389576.0,3150306834280.0
Not classified,,,,,,,,,,,,,,,,,,,,,,
Ireland,100207610430.0,109346669230.0,128596035288.0,164670771260.0,194372115041.0,211876989656.0,232180617162.0,270079279420.0,275447471451.0,236443115854.0,221913560882.0,239003132208.0,225628699653.0,238340859897.0,259170903648.0,291775166507.0,299091127525.0,336377500161.0,385736680797.0,399321701632.0,425852281928.0,504182603276.0
"Iran, Islamic Rep.",109591707802.0,126878750296.0,128626917504.0,153544751395.0,190043433965.0,226452138292.0,266298911661.0,349881601459.0,412336172447.0,416397025729.0,486807616897.0,626133112211.0,644035512199.0,492775566435.0,460382791489.0,408212917872.0,457954614595.0,486630147095.0,327900695066.0,283649531543.0,239735486746.0,359096907773.0
Iraq,48364250944.0,36176430129.0,32928454672.0,21921569479.0,36627901762.0,49954890353.0,65140147197.0,88837055195.0,131614433712.0,111657581662.0,138516722650.0,185749664444.0,218002481738.0,234637675129.0,228415656175.0,166774104911.0,166602488748.0,187217660051.0,227367469034.0,233636097800.0,180924091443.0,207691599310.0
Iceland,9025660362.0,8234846523.0,9318398444.0,11429335645.0,13825309101.0,16852971987.0,17465318552.0,21652505597.0,18074619562.0,13154416197.0,13751161918.0,15221622926.0,14751508134.0,16125060515.0,17867662178.0,17517210519.0,20793168031.0,24728285177.0,26260850582.0,24663643102.0,21553080484.0,25552639899.0
Israel,136034659581.0,134637422753.0,125059962958.0,131298954869.0,139973668874.0,147083996034.0,158670160184.0,184052885586.0,220529762562.0,211968128528.0,238364092298.0,266791854431.0,262282344092.0,297732778479.0,314330061977.0,303414276832.0,322102790387.0,358245427459.0,376691526553.0,402470513619.0,413267669232.0,488526545879.0
Italy,1146676894210.0,1168023426056.0,1276769338449.0,1577621707051.0,1806542968546.0,1858217147204.0,1949551719390.0,2213102482751.0,2408655348719.0,2199928804119.0,2136099955237.0,2294994296590.0,2086957656822.0,2141924094299.0,2162009615997.0,1836637711061.0,1877071687634.0,1961796197354.0,2091932426267.0,2011302198827.0,1897210466668.0,2114355756914.0
Jamaica,9005064475.0,9194727831.0,9719009562.0,9430234852.0,10174664854.0,11243865788.0,11930179173.0,12799600075.0,13709401444.0,12120458141.0,13220549858.0,14444661488.0,14807086491.0,14264205124.0,13899225340.0,14188938781.0,14077105503.0,14808984881.0,15730791526.0,15830766372.0,13812421859.0,14657586359.0
Jordan,8460789845.0,8975812449.0,9582512831.0,10195627645.0,11411706629.0,12588998590.0,15056981664.0,17110442867.0,22658730357.0,24537876056.0,27133804225.0,29524149155.0,31634561690.0,34454440141.0,36847643521.0,38587017887.0,39892551127.0,41608435915.0,43370860704.0,44503005775.0,43579916197.0,45116317042.0
Japan,4968359152796.0,4374709984220.0,4182845406489.0,4519563042184.0,4893116005657.0,4831466523976.0,4601662661030.0,4579749785985.0,5106679413138.0,5289493734900.0,5759071769013.0,6233147172341.0,6272362996105.0,5212328181166.0,4896994405353.0,4444930651964.0,5003677627544.0,4930837369151.0,5040880939325.0,5117993853017.0,5048789595589.0,5005536736792.0
Kazakhstan,18291990619.0,22152689130.0,24636598581.0,30833692831.0,43151647003.0,57123671734.0,81003864916.0,104849915344.0,133441649222.0,115308687202.0,148047348241.0,192626464179.0,207998568866.0,236634603928.0,221415614007.0,184388404429.0,137278320084.0,166805788967.0,179339977517.0,181667185041.0,171082365723.0,197112255361.0
Kenya,12705350153.0,12986007426.0,13147736954.0,14904517650.0,16095337094.0,18737895401.0,25825512278.0,31958195182.0,35895153328.0,42347217913.0,45405615233.0,46869473166.0,56396704833.0,61671440481.0,68285796663.0,70120446664.0,74815143796.0,82036511259.0,92202979941.0,100378435824.0,100657505601.0,109703659313.0
Kyrgyz Republic,1369688498.0,1525116370.0,1605643105.0,1919008090.0,2211534585.0,2460246796.0,2834168893.0,3802570572.0,5139958956.0,4690061344.0,4794361821.0,6197765942.0,6605142864.0,7335033799.0,7468102369.0,6678177483.0,6813095396.0,7702938395.0,8271106196.0,8871019823.0,7780873259.0,8740681889.0
Cambodia,3654031716.0,3984000517.0,4284028483.0,4658246918.0,5337833248.0,6293046162.0,7274595707.0,8639235913.0,10351914178.0,10401851767.0,11242275289.0,12829541141.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20016747858.0,22177200589.0,24571753582.0,27089390033.0,25872797892.0,26961061152.0
Kiribati,67253134.61,63099885.31,72197928.62,90231027.78,102370615.2,112136227.8,110237144.5,132674795.9,141045173.6,132421058.9,155305532.9,180672664.8,189629948.8,184543103.7,177868153.1,170292283.2,178507958.1,188540699.1,196501504.2,175181684.8,177553260.1,227610034.8
St. Kitts and Nevis,421695769.8,458643829.0,481077373.7,469869869.9,506900000.0,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718518.5,836092592.6,825381481.5,874896296.3,953170370.4,957037037.0,1008100000.0,1058944444.0,1076922222.0,1107844444.0,884522222.2,860844444.4
"Korea, Rep.",576178114168.0,547658231280.0,627246081417.0,702717332013.0,793175007858.0,934901101762.0,1053216892422.0,1172614134912.0,1047339041904.0,943941876219.0,1144066965324.0,1253223044719.0,1278427634343.0,1370795199976.0,1484318219634.0,1465773245547.0,1500111596236.0,1623901496836.0,1724845615629.0,1651422932448.0,1644312785467.0,1810955871381.0
Kuwait,37718794714.0,34889597791.0,38135756834.0,47874659168.0,59439090601.0,80798630137.0,101557251977.0,114634060167.0,147379536212.0,105968538480.0,115416745329.0,154079870425.0,174048271288.0,174167626657.0,162650191195.0,114585567440.0,109406169163.0,120687635952.0,138202309919.0,136191752591.0,105948765156.0,136797422274.0
Latin America & Caribbean (excluding high income),1968111942216.0,1913381580565.0,1720013397495.0,1759192766237.0,2007862301447.0,2431628661932.0,2837320247593.0,3353094482459.0,3880462417140.0,3602278080285.0,4510085308198.0,5272190542589.0,5244059018781.0,5382355778791.0,5407158752447.0,4595236035714.0,4465515336167.0,4980919738936.0,4836605850789.0,4769077474514.0,4020603113236.0,4624162365921.0
Lao PDR,1731198022.0,1768619058.0,1758176653.0,2023324407.0,2366398120.0,2735558735.0,3455031448.0,4223152219.0,5446434032.0,5836138127.0,7131773633.0,8750107402.0,10192848926.0,11983252627.0,13279248479.0,14426381187.0,15912495369.0,17071162084.0,18141651381.0,18740559554.0,18981800705.0,18827148530.0
Lebanon,17260364842.0,17649751244.0,19152238806.0,20082918740.0,21159827992.0,21497336499.0,22022709852.0,24827355015.0,29118916106.0,35399582929.0,38443907042.0,39927125961.0,44016799516.0,46880103081.0,48095213746.0,49929337837.0,51147308774.0,53027680686.0,54901519156.0,51605959131.0,31712128254.0,23131941557.0
Liberia,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3039982500.0,3509000000.0
Libya,38270983032.0,34112079629.0,20481889764.0,26265625000.0,33122307692.0,47334697612.0,60094248772.0,68032985520.0,86710739535.0,60808538330.0,75380800664.0,48169243832.0,92540964666.0,75351117628.0,57372352562.0,48717506273.0,49912085228.0,67157451660.0,76686048499.0,69254143968.0,46808208747.0,39798423941.0
St. Lucia,932592592.6,892592592.6,900000000.0,987407407.4,1066666667.0,1135555556.0,1268319185.0,1336088815.0,1437731111.0,1401507889.0,1482370370.0,1568370370.0,1598222222.0,1660222222.0,1749296296.0,1807222222.0,1865444444.0,1996703704.0,2057074074.0,2094185185.0,1516000000.0,1691259259.0
Latin America & Caribbean,2292616638222.0,2243442747464.0,2014495003953.0,2055791160221.0,2368190257952.0,2862846929425.0,3351829873357.0,3948805125190.0,4591296955065.0,4314362221814.0,5349060248474.0,6088730809329.0,6155024383504.0,6307751441600.0,6432625813025.0,5376540613254.0,5249746391044.0,5832610432359.0,5706087467774.0,5622813152783.0,4777568569260.0,5510523909433.0
Least developed countries: UN classification,218551115853.0,213552754872.0,232634513018.0,260880555874.0,301221296681.0,355554375621.0,412394708355.0,494316747341.0,603522585097.0,607850693730.0,690376684490.0,801926397362.0,841893938607.0,917315427880.0,985868650325.0,954995951520.0,990949126516.0,1104009004407.0,1088187940164.0,1142396570094.0,1162434896497.0,1266463101992.0
Low income,186507132817.0,186458183385.0,200866631978.0,219319364794.0,257456872753.0,308114007902.0,356075978933.0,427293203252.0,512642412198.0,526007753879.0,591637362905.0,430766376181.0,408599413747.0,416884104097.0,448530521691.0,449577756121.0,444439642488.0,491499092099.0,415816146816.0,442286990942.0,436035519309.0,467876851997.0
Liechtenstein,2483890594.0,2491800559.0,2688617885.0,3070803439.0,3454374270.0,3659320087.0,4000101033.0,4601430549.0,5081479840.0,4504376590.0,5082338965.0,5739705822.0,5456099685.0,6391711429.0,6657526636.0,6268513140.0,6237299538.0,6474310910.0,6692618411.0,6436467007.0,6405765970.0,7186428783.0
Sri Lanka,16330814180.0,15749753805.0,16536535647.0,18881765437.0,20662525941.0,24405791045.0,28279802451.0,32350238663.0,40713826321.0,42066223971.0,58636160849.0,67753284135.0,70447217164.0,77000578207.0,82528535573.0,85140955517.0,88012281910.0,94376237832.0,94493871351.0,89014978319.0,84440535699.0,88496535599.0
Lower middle income,1358443640079.0,1397363668384.0,1471118317179.0,1679995095259.0,1962071316277.0,2288548759445.0,2691387582865.0,3319083827275.0,3741331283478.0,3785725583243.0,4533254174587.0,5187185590946.0,5461792142965.0,5578818648329.0,5868162623219.0,5716557622625.0,5997917461749.0,6447085710235.0,6606760498755.0,6874526773448.0,6619062047764.0,7592013359835.0
Low & middle income,5957805404623.0,6012683195857.0,6164611646171.0,6945043770585.0,8241824349157.0,9810101604944.0,11639461030837.0,14370508850889.0,17192974516975.0,16816751222179.0,20465368009773.0,24151876656634.0,25698108062038.0,27210105126961.0,28140117982873.0,26681765753334.0,26916084709959.0,29590502584085.0,31364367229266.0,32110421084434.0,30983506895432.0,36537287030969.0
Lesotho,887291645.3,825706961.2,775777263.1,1157825409.0,1511236656.0,1682343439.0,1800092519.0,1682025303.0,1766820422.0,1740835820.0,2234731974.0,2579421686.0,2477702253.0,2367113170.0,2441063169.0,2359754088.0,2114426469.0,2306741599.0,2556247156.0,2436029588.0,2117736528.0,2373416269.0
Late-demographic dividend,3410160195631.0,3524971410363.0,3736762127352.0,4257884246629.0,5117207890045.0,6172838531833.0,7448570230980.0,9382521778909.0,11663323670463.0,11268891687538.0,13553728682871.0,16519537910748.0,17680702314004.0,19042110155027.0,19775313806693.0,18549854155934.0,18593432462845.0,20629823637317.0,22621357448474.0,23047283010404.0,22525940505681.0,26827496302511.0
Lithuania,11524776867.0,12237388002.0,14259781159.0,18781721376.0,22627507452.0,26097677572.0,30183575104.0,39697891352.0,47797551588.0,37388122046.0,37128694028.0,43535051482.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,53751411409.0,54760617013.0,56914826861.0,66414994992.0
Luxembourg,21230182989.0,21387533703.0,23649833332.0,29667268248.0,35064843793.0,37672280120.0,42910146296.0,51587401416.0,58844277702.0,54467289898.0,56213985987.0,61696281326.0,59776383527.0,65203276467.0,68804811898.0,60071584216.0,62216885436.0,65712180343.0,71000359760.0,69825641851.0,73992591285.0,85506243834.0
Latvia,7958852839.0,8362398702.0,9557031605.0,11771975157.0,14435700533.0,17003459863.0,21570076499.0,31054350978.0,35854274229.0,26410909091.0,23956163077.0,27474380566.0,28169902669.0,30204783462.0,31386896487.0,27263090547.0,28083597512.0,30483806018.0,34429023435.0,34343961073.0,34601740323.0,39725383601.0
"Macao SAR, China",6774193548.0,6860272608.0,7371692469.0,8246479395.0,10643253443.0,12160056755.0,14874098382.0,18439981804.0,21027018551.0,21587786005.0,28241799668.0,36845887225.0,43189724080.0,51536592939.0,54902831794.0,45048188248.0,45070807280.0,50440935654.0,55284309690.0,55204961000.0,25459685020.0,30123795337.0
St. Martin (French part),,,,,,,,,,,,775875858.0,,,772921756.3,,,,,,,
Morocco,43017455401.0,43831480206.0,47077192184.0,58029361339.0,66114147932.0,68852655480.0,75883820424.0,86947909745.0,101822906946.0,101154952243.0,100865325482.0,110080631330.0,106937397478.0,115739288447.0,119130845829.0,110413820681.0,111572946647.0,118540574728.0,127341141871.0,128920265076.0,121347533650.0,142866583125.0
Monaco,2654476597.0,2673738413.0,2919691961.0,3597052153.0,4117728151.0,4204651894.0,4586828062.0,5875376402.0,6502945305.0,5473265702.0,5367561640.0,6088690667.0,5742748406.0,6555590642.0,7069351224.0,6261646950.0,6472837333.0,6431274938.0,7194256778.0,7383941919.0,6739642360.0,8596156574.0
Moldova,1288429392.0,1480673594.0,1661818168.0,1980907435.0,2598249556.0,2988342907.0,3408255364.0,4401173162.0,6054824433.0,5439434059.0,6974982391.0,8414351672.0,8709138767.0,9496717701.0,9399833207.0,7798692878.0,7982450758.0,9519053158.0,11253727815.0,11735774634.0,11531967881.0,13692230147.0
Madagascar,4629247205.0,5438332601.0,5351701665.0,6372498891.0,5064732625.0,5859269752.0,6395712492.0,8524620891.0,10725137722.0,9616879408.0,9982711338.0,11551819618.0,11578975064.0,12423555457.0,12522957401.0,11323020700.0,11848613860.0,13176313594.0,13760033283.0,14104664678.0,13051441203.0,14554754115.0
Maldives,624337145.3,870031653.1,897031250.0,1052121055.0,1226829563.0,1163362438.0,1575200391.0,1868383461.0,2271646188.0,2345294875.0,2588176055.0,2774350163.0,2886163938.0,3295009231.0,3697353155.0,4109416450.0,4379134273.0,4754185599.0,5300949823.0,5609385434.0,3746329358.0,5405557162.0
Middle East & North Africa,1054434624566.0,1049626453935.0,1044708616047.0,1158767180290.0,1367527495933.0,1643484575867.0,1924931009374.0,2272332400471.0,2830408013082.0,2556999251659.0,2984420804909.0,3368261589779.0,3642052757122.0,3581785122622.0,3602485542648.0,3179422230864.0,3213372950118.0,3352271233734.0,3516514202417.0,3522808006382.0,3157878645368.0,3740992832406.0
Mexico,707909864022.0,756702925694.0,772109710671.0,729335024013.0,782242912348.0,877476892365.0,975383402913.0,1052697085016.0,1109987401386.0,900047015738.0,1057800597974.0,1180487226407.0,1201093787127.0,1274443916252.0,1315356131262.0,1171870072963.0,1078493059307.0,1158912015259.0,1222405556421.0,1269009571611.0,1090514966786.0,1272838810896.0
Marshall Islands,115347500.0,122824000.0,131738200.0,131398500.0,132934600.0,137666300.0,142745200.0,149870000.0,145969100.0,150624900.0,160318500.0,171567100.0,179855800.0,185468000.0,185172900.0,182997300.0,200716000.0,212701200.0,219330300.0,232092300.0,241722400.0,259538700.0
Middle income,5776761011406.0,5831560036562.0,5970192042162.0,6732418464358.0,7992081898930.0,9511305976468.0,11293666564845.0,13954903602793.0,16694431978835.0,16305847816595.0,19889521929418.0,23725461596066.0,25291481601347.0,26794468512319.0,27693615809487.0,26235141991924.0,26474239454560.0,29101978685394.0,30947243041065.0,31667498458543.0,30547251417512.0,36066152279427.0
North Macedonia,3772859053.0,3709636012.0,4018365768.0,4946296569.0,5682784433.0,6258602830.0,6861227018.0,8336475036.0,9909552356.0,9401736825.0,9407170389.0,10494626768.0,9745261301.0,10817702424.0,11362265294.0,10064519963.0,10672467073.0,11307067001.0,12683068033.0,12606338449.0,12363580535.0,13825049832.0
Mali,2961484954.0,3468337941.0,3908121310.0,4714071978.0,5454249123.0,6247515892.0,6905934219.0,8156468818.0,9838403091.0,10231962383.0,10689168011.0,12995112698.0,12442035328.0,13242690790.0,14364937128.0,13104764379.0,14026048334.0,15365713059.0,17070867578.0,17280250805.0,17465392779.0,19309463506.0
Malta,4323339212.0,4355146428.0,4693495693.0,5489359281.0,6116591928.0,6407287651.0,6778321415.0,7925403778.0,9090376446.0,8696304529.0,9035819657.0,9638733344.0,9461826174.0,10550968139.0,11625843214.0,11091467514.0,11667976403.0,13489296992.0,15298004130.0,15881258056.0,15046136935.0,17743376199.0
Myanmar,6849321646.0,6220270632.0,6110632858.0,7754647428.0,9390855298.0,10588433069.0,11863016315.0,15591182545.0,23013015832.0,29455165595.0,37796052939.0,54118601975.0,58318677645.0,60572257122.0,63264892768.0,63045306514.0,60291738935.0,61449391917.0,67144726168.0,68697761477.0,78930259069.0,65124769602.0
Middle East & North Africa (excluding high income),536175306892.0,542328469800.0,528297275875.0,577707880431.0,685783572799.0,808536284370.0,942305915003.0,1148311867090.0,1416250571755.0,1378596088772.0,1587780320761.0,1636401102296.0,1764808551707.0,1624047544310.0,1600856731725.0,1439069681066.0,1475844914342.0,1476907778480.0,1400046333583.0,1408624610717.0,1284929306042.0,1507013655175.0
Montenegro,984292969.9,1159869246.0,1284685051.0,1707710053.0,2073234418.0,2257174481.0,2721903149.0,3680711744.0,4545674528.0,4159330370.0,4142983898.0,4544429063.0,4087525609.0,4465771673.0,4593852089.0,4054728173.0,4376929572.0,4856602179.0,5506944403.0,5542053845.0,4769995512.0,5861430526.0
Mongolia,1136896124.0,1267997934.0,1396555720.0,1595297356.0,1992066808.0,2523471602.0,3414055663.0,4234999703.0,5623216610.0,4583850368.0,7189482001.0,10409797375.0,12292770631.0,12582122604.0,12226514666.0,11619892593.0,11181350649.0,11480847740.0,13178094720.0,14206359016.0,13312981427.0,15286441740.0
Northern Mariana Islands,,,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1301000000.0,1181000000.0,858000000.0,
Mozambique,5656473652.0,5398557896.0,5677013629.0,6303399758.0,7631106171.0,8542083074.0,9176896597.0,10450826527.0,12556173243.0,11914471513.0,11104649065.0,14381552467.0,16350813487.0,16974314296.0,17716091057.0,15950979333.0,11936993087.0,13219079498.0,14845400593.0,15390031040.0,14156864916.0,15776757420.0
Mauritania,1779520862.0,1746063580.0,1777057503.0,2051147607.0,2362501023.0,2936019526.0,3919577286.0,4346212411.0,5206437121.0,4714595488.0,5628878866.0,6764627666.0,6728208836.0,7223071177.0,6592537782.0,6166863960.0,6398741856.0,6800138755.0,7473550557.0,8066118984.0,8405498736.0,9996240419.0
Mauritius,4663321022.0,4613637222.0,4841310240.0,5816559039.0,6578840499.0,6488743120.0,7028810755.0,8150150144.0,9990356849.0,9128843109.0,10003670690.0,11518413430.0,11668696526.0,12292974008.0,13074130094.0,12007291046.0,12594155346.0,13713505998.0,14735695931.0,14436347115.0,11401040996.0,11476433604.0
Malawi,2537307566.0,2498008653.0,5087328438.0,4669789300.0,5058726350.0,5320409651.0,5818279739.0,6451210219.0,7743617352.0,9009887947.0,10128323011.0,11648142958.0,8773203178.0,8031571928.0,8801326169.0,9219474373.0,7909868618.0,8943543677.0,9880675786.0,11025371147.0,12056108780.0,12602334124.0
Malaysia,93789736842.0,92783947368.0,100845526316.0,110202368421.0,124749473684.0,143534418452.0,162692260155.0,193549547955.0,230811591307.0,202257458161.0,255017645207.0,297951667650.0,314443061220.0,323276281683.0,338066121289.0,301354783699.0,301255332137.0,319109103242.0,358788833525.0,365177744321.0,337339463180.0,372981073018.0
North America,10999201631932.0,11324572986045.0,11693699517098.0,12356169212635.0,13248368139278.0,14217175927779.0,15140995757591.0,15949814312783.0,16329827601722.0,15859346076157.0,16672942337486.0,17399367444175.0,18088716899522.0,18696254170835.0,19362844040440.0,19769184098217.0,20230005494907.0,21133744509244.0,22265581227436.0,23132124767673.0,22714959162303.0,25323694505424.0
Namibia,3922231976.0,3557341284.0,3349169932.0,4926439275.0,6609206506.0,7248375217.0,8001779551.0,8839536894.0,8607431845.0,8938847364.0,11431412421.0,12523359441.0,13042053857.0,12043307277.0,12435430396.0,11335161230.0,10722018975.0,12895153160.0,13682019172.0,12541928103.0,10583748757.0,12446290855.0
